L_rlu,Qz_A_inv,F2,R_HT_p_0p01,I_HT_p_0p01,R_HT_p_0p001,I_HT_p_0p001,R_HT_p_0p0001,I_HT_p_0p0001,R_HT_p_0p0,I_HT_p_0p0
0.125,0.02742695081007991,574424.4769471921,0.06828752061776214,2583839815301583.0,0.06828752061776214,2583839815301583.0,0.06828752061776214,2583839815301583.0,0.06828752061776214,2583839815301583.0
0.126,0.027646366416560552,573949.9793003658,0.08804769700847573,3328766633393800.0,0.08804769700847573,3328766633393800.0,0.08804769700847573,3328766633393800.0,0.08804769700847573,3328766633393800.0
0.127,0.02786578202304119,573471.9541661423,0.10521020749976373,3974306569534419.5,0.10521020749976373,3974306569534419.5,0.10521020749976373,3974306569534419.5,0.10521020749976373,3974306569534419.5
0.128,0.02808519762952183,572990.4090241116,0.11810312935477114,4457589398141598.5,0.11810312935477114,4457589398141598.5,0.11810312935477114,4457589398141598.5,0.11810312935477114,4457589398141598.5
0.129,0.02830461323600247,572505.3514074502,0.1255159152788191,4733361259407713.0,0.1255159152788191,4733361259407713.0,0.1255159152788191,4733361259407713.0,0.1255159152788191,4733361259407713.0
0.13,0.028524028842483107,572016.7889027605,0.12680181661540615,4777773476890278.0,0.12680181661540615,4777773476890278.0,0.12680181661540615,4777773476890278.0,0.12680181661540615,4777773476890278.0
0.131,0.028743444448963748,571524.7291499145,0.12192346632583025,4590010001562374.0,0.12192346632583025,4590010001562374.0,0.12192346632583025,4590010001562374.0,0.12192346632583025,4590010001562374.0
0.132,0.02896286005544439,571029.1798418884,0.11143890882288134,4191663939439294.5,0.11143890882288134,4191663939439294.5,0.11143890882288134,4191663939439294.5,0.11143890882288134,4191663939439294.5
0.133,0.029182275661925026,570530.1487246042,0.09643110491152583,3623990461535377.0,0.09643110491152583,3623990461535377.0,0.09643110491152583,3623990461535377.0,0.09643110491152583,3623990461535377.0
0.134,0.029401691268405666,570027.6435967641,0.07838923244882949,2943361693741770.5,0.07838923244882949,2943361693741770.5,0.07838923244882949,2943361693741770.5,0.07838923244882949,2943361693741770.5
0.135,0.029621106874886307,569521.6723096878,0.05905445820365742,2215410698410379.5,0.05905445820365742,2215410698410379.5,0.05905445820365742,2215410698410379.5,0.05905445820365742,2215410698410379.5
