Qz_A_inv,L_rlu,F_real,F_imag,F_abs,F2
0.079,0.36004731507998167,337.71759532018797,522.7991831617965,622.3922879530978,387372.16010349186
0.08,0.3646048760303612,328.5517678617297,524.2367330747246,618.6844239755256,382770.416469928
0.081,0.36916243698074075,319.39266213437827,525.4926854792006,614.9424648838517,378154.2351174272
0.08200000000000002,0.37371999793112026,310.24416021600797,526.5676554492454,611.1668632324984,373524.93471345137
0.08300000000000002,0.3782775588814998,301.11012269208055,527.4623452922941,607.3580753467324,368883.83168888715
0.084,0.3828351198318793,291.99438662597584,528.1775439090125,603.5165612564718,364232.23971083673
0.085,0.3873926807822588,282.90076354736823,528.7141261046664,599.6427846295701,359571.469158305
0.08600000000000001,0.3919502417326383,273.8330374598272,529.0730518525438,595.7372127045948,354902.82660103956
0.08700000000000001,0.39650780268301783,264.7949628688084,529.2553655099548,591.8003162231071,350227.61428176955
0.08800000000000001,0.40106536363339734,255.79026283118606,529.2621949873628,587.8325693614539,345547.12960208853
0.08900000000000001,0.40562292458377686,246.82262702746243,529.0947508712334,583.8344496620856,340862.6646122304
0.09000000000000001,0.41018048553415637,237.8957098577758,528.7543255012074,579.8064379644053,336175.5055049718
0.09100000000000001,0.4147380464845359,229.01312856280975,528.2422920022399,575.7490183351646,331486.93211390567
0.092,0.4192956074349154,220.17846137069205,527.5601032723706,571.6626779984151,326798.21741631965
0.093,0.4238531683852949,211.39524567095128,526.7092909268162,567.5479072650267,322110.6270409113
0.09400000000000001,0.4284107293356744,202.66697621658363,525.6914641991048,563.4051994617834,317425.4187805719
0.09500000000000001,0.43296829028605394,193.99710335525975,524.5083087999967,559.235050860069,312743.842110464
0.096,0.43752585123643345,185.38903129068558,523.161585734959,555.0379606041514,308067.13771161553
0.097,0.44208341218681296,176.84611637510835,521.6531300809906,550.8144306390795,303396.5370002534
0.098,0.4466409731371925,168.37166543393812,519.9848497236153,546.5649656382019,298733.2616630888
0.09899999999999999,0.451198534087572,159.9689341234356,518.1587240548811,542.2900729303187,294078.5231987704
0.1,0.4557560950379515,151.64112532239278,516.1768026332381,537.9902624264815,289433.5224657145
0.101,0.460313655988331,143.3913875587105,514.0412038061738,533.6660465464453,284799.4492365127
0.10200000000000001,0.46487121693871053,135.22281347175664,511.7541132965213,529.3179401447926,280177.48175912624
0.103,0.46942877788909004,127.13843831135952,509.3177827533659,524.9464604367346,275568.78632505616
0.104,0.47398633883946956,119.14123847427298,506.73452826850615,520.5521269236051,270974.5168446891
0.10500000000000001,0.47854389978984907,111.23413007892054,504.0067288594348,516.1354613180556,266395.81443000206
0.10600000000000001,0.4831014607402286,103.41996757920157,501.1368249198341,511.6969874689665,261833.80698481563
0.107,0.4876590216906081,95.70154241811844,498.1273166385914,507.23723128608225,257289.6088027705
0.108,0.4922165826409876,88.081581721956,494.98076238836495,502.7567206643871,252764.32017320857
0.109,0.4967741435913671,80.56274703571782,491.6997770847404,498.2559854082282,248259.0269951245
0.11,0.5013317045417467,73.1476331004976,488.28703051704247,493.73555715520047,243774.80039935623
0.11100000000000002,0.5058892654921262,65.83876667343728,484.7452456518755,489.1959692998057,239312.69637917646
0.11200000000000002,0.5104468264425057,58.638605390891755,481.0771969104874,484.6377569168962,234873.75542944056
0.11300000000000002,0.5150043873928852,51.549536675399125,477.28570842106103,480.0614566849149,230459.00219444244
0.114,0.5195619483432647,44.57387668701912,473.3736522470556,475.46760680894533,226069.44512462584
0.115,0.5241195092936443,37.71386931957832,469.34394659272965,470.85674694358295,221706.0761422933
0.11600000000000002,0.5286770702440238,30.971685242331056,465.1995539869912,466.2294181156371,217369.87031644554
0.11700000000000002,0.5332346311944033,24.34942098751369,460.943479446733,461.58616264668063,213061.7855468879
0.11800000000000001,0.5377921921447828,17.849098084241756,456.5787686208202,456.9275240754548,208782.76225772535
