L_rlu,Qz_A_inv,bandwidth_sigma_fraction,I_HT_raw_p_0p01,I_HT_bandwidth_avg_p_0p01,I_HT_raw_p_0p001,I_HT_bandwidth_avg_p_0p001,I_HT_raw_p_0p0001,I_HT_bandwidth_avg_p_0p0001,I_HT_raw_p_0p0,I_HT_bandwidth_avg_p_0p0
4.399,0.9652092529083323,0.006999999999999999,567691309684.1918,11575853032102.963,567691309684.1918,11575853032102.963,567691309684.1918,11575853032102.963,567691309684.1918,11575853032102.963
4.4,0.965428668514813,0.006999999999999999,1157668670.1047695,11579703727284.822,1157668670.1047695,11579703727284.822,1157668670.1047695,11579703727284.822,1157668670.1047695,11579703727284.822
4.401,0.9656480841212934,0.006999999999999999,567788400729.5754,11584095589537.342,567788400729.5754,11584095589537.342,567788400729.5754,11584095589537.342,567788400729.5754,11584095589537.342
4.402,0.9658674997277742,0.006999999999999999,2212414366035.778,11588572520248.268,2212414366035.778,11588572520248.268,2212414366035.778,11588572520248.268,2212414366035.778,11588572520248.268
4.4030000000000005,0.966086915334255,0.006999999999999999,4774332897841.393,11592759660293.088,4774332897841.393,11592759660293.088,4774332897841.393,11592759660293.088,4774332897841.393,11592759660293.088
4.404,0.9663063309407354,0.006999999999999999,8003019807924.663,11596304268931.111,8003019807924.663,11596304268931.111,8003019807924.663,11596304268931.111,8003019807924.663,11596304268931.111
4.405,0.9665257465472161,0.006999999999999999,11582636459208.154,11598935534703.242,11582636459208.154,11598935534703.242,11582636459208.154,11598935534703.242,11582636459208.154,11598935534703.242
4.406,0.9667451621536967,0.006999999999999999,15162934656755.365,11600493917928.22,15162934656755.365,11600493917928.22,15162934656755.365,11600493917928.22,15162934656755.365,11600493917928.22
4.407,0.9669645777601774,0.006999999999999999,18393535445387.695,11600932669387.445,18393535445387.695,11600932669387.445,18393535445387.695,11600932669387.445,18393535445387.695,11600932669387.445
4.408,0.9671839933666581,0.006999999999999999,20958227102058.21,11600369553461.123,20958227102058.21,11600369553461.123,20958227102058.21,11600369553461.123,20958227102058.21,11600369553461.123
4.409,0.9674034089731386,0.006999999999999999,22605925106843.44,11599243564210.785,22605925106843.44,11599243564210.785,22605925106843.44,11599243564210.785,22605925106843.44,11599243564210.785
4.41,0.9676228245796193,0.006999999999999999,23175262973537.945,11598063475007.393,23175262973537.945,11598063475007.393,23175262973537.945,11598063475007.393,23175262973537.945,11598063475007.393
4.4110000000000005,0.9678422401861,0.006999999999999999,22610405664425.523,11596975065441.691,22610405664425.523,11596975065441.691,22610405664425.523,11596975065441.691,22610405664425.523,11596975065441.691
4.412,0.9680616557925805,0.006999999999999999,20966535998083.89,11596116840282.402,20966535998083.89,11596116840282.402,20966535998083.89,11596116840282.402,20966535998083.89,11596116840282.402
4.413,0.9682810713990613,0.006999999999999999,18404474983812.945,11595609541896.648,18404474983812.945,11595609541896.648,18404474983812.945,11595609541896.648,18404474983812.945,11595609541896.648
4.414,0.9685004870055418,0.006999999999999999,15174960503703.705,11595524918907.129,15174960503703.705,11595524918907.129,15174960503703.705,11595524918907.129,15174960503703.705,11595524918907.129
4.415,0.9687199026120225,0.006999999999999999,11594121132133.824,11595889501489.996,11594121132133.824,11595889501489.996,11594121132133.824,11595889501489.996,11594121132133.824,11595889501489.996
4.416,0.9689393182185032,0.006999999999999999,8012544034314.557,11596691727337.648,8012544034314.557,11596691727337.648,8012544034314.557,11596691727337.648,8012544034314.557,11596691727337.648
4.417,0.9691587338249837,0.006999999999999999,4780963404000.877,11597892331303.959,4780963404000.877,11597892331303.959,4780963404000.877,11597892331303.959,4780963404000.877,11597892331303.959
4.418,0.9693781494314644,0.006999999999999999,2215927317959.4233,11599428065089.463,2215927317959.4233,11599428065089.463,2215927317959.4233,11599428065089.463,2215927317959.4233,11599428065089.463
4.4190000000000005,0.9695975650379451,0.006999999999999999,568803700787.7131,11601246324349.564,568803700787.7131,11601246324349.564,568803700787.7131,11601246324349.564,568803700787.7131,11601246324349.564
4.42,0.9698169806444257,0.006999999999999999,1159964317.1433055,11603295053193.121,1159964317.1433055,11603295053193.121,1159964317.1433055,11603295053193.121,1159964317.1433055,11603295053193.121
4.421,0.9700363962509063,0.006999999999999999,568927662032.5992,11605531608933.23,568927662032.5992,11605531608933.23,568927662032.5992,11605531608933.23,568927662032.5992,11605531608933.23
4.422,0.9702558118573869,0.006999999999999999,2216904117552.6675,11607924200557.727,2216904117552.6675,11607924200557.727,2216904117552.6675,11607924200557.727,2216904117552.6675,11607924200557.727
4.423,0.9704752274638676,0.006999999999999999,4784131510784.703,11610449175151.6,4784131510784.703,11610449175151.6,4784131510784.703,11610449175151.6,4784131510784.703,11610449175151.6
4.424,0.9706946430703484,0.006999999999999999,8019629304665.5205,11613085343000.38,8019629304665.5205,11613085343000.38,8019629304665.5205,11613085343000.38,8019629304665.5205,11613085343000.38
4.425,0.9709140586768288,0.006999999999999999,11606942359271.207,11615817578534.713,11606942359271.207,11615817578534.713,11606942359271.207,11615817578534.713,11606942359271.207,11615817578534.713
4.426,0.9711334742833095,0.006999999999999999,15195103823584.414,11618667900716.975,15195103823584.414,11618667900716.975,15195103823584.414,11618667900716.975,15195103823584.414,11618667900716.975
4.4270000000000005,0.9713528898897903,0.006999999999999999,18432983446883.875,11621428276812.572,18432983446883.875,11621428276812.572,18432983446883.875,11621428276812.572,18432983446883.875,11621428276812.572
4.428,0.9715723054962707,0.006999999999999999,21003659877066.49,11624009835170.791,21003659877066.49,11624009835170.791,21003659877066.49,11624009835170.791,21003659877066.49,11624009835170.791
4.429,0.9717917211027515,0.006999999999999999,22655452383312.312,11626322718374.361,22655452383312.312,11626322718374.361,22655452383312.312,11626322718374.361,22655452383312.312,11626322718374.361
4.43,0.972011136709232,0.006999999999999999,23226573638509.242,11628282344098.973,23226573638509.242,11628282344098.973,23226573638509.242,11628282344098.973,23226573638509.242,11628282344098.973
4.431,0.9722305523157128,0.006999999999999999,22660988871978.953,11629785704900.834,22660988871978.953,11629785704900.834,22660988871978.953,11629785704900.834,22660988871978.953,11629785704900.834
4.432,0.9724499679221934,0.006999999999999999,21013926880603.98,11630778023305.205,21013926880603.98,11630778023305.205,21013926880603.98,11630778023305.205,21013926880603.98,11630778023305.205
4.433,0.9726693835286739,0.006999999999999999,18446500929758.87,11631253249959.443,18446500929758.87,11631253249959.443,18446500929758.87,11631253249959.443,18446500929758.87,11631253249959.443
4.434,0.9728887991351547,0.006999999999999999,15209963413470.904,11631014220811.54,15209963413470.904,11631014220811.54,15209963413470.904,11631014220811.54,15209963413470.904,11631014220811.54
4.4350000000000005,0.9731082147416353,0.006999999999999999,11621132965497.518,11630387743379.379,11621132965497.518,11630387743379.379,11621132965497.518,11630387743379.379,11621132965497.518,11630387743379.379
4.436,0.9733276303481159,0.006999999999999999,8031397175810.876,11629586894921.35,8031397175810.876,11629586894921.35,8031397175810.876,11629586894921.35,8031397175810.876,11629586894921.35
4.437,0.9735470459545966,0.006999999999999999,4792323519809.878,11628832563121.64,4792323519809.878,11628832563121.64,4792323519809.878,11628832563121.64,4792323519809.878,11628832563121.64
4.438,0.9737664615610772,0.006999999999999999,2221243880290.828,11628347674353.11,2221243880290.828,11628347674353.11,2221243880290.828,11628347674353.11,2221243880290.828,11628347674353.11
4.439,0.9739858771675578,0.006999999999999999,570181487699.151,11628357402776.963,570181487699.151,11628357402776.963,570181487699.151,11628357402776.963,570181487699.151,11628357402776.963
4.44,0.9742052927740386,0.006999999999999999,1162801472.0490878,11628974637440.492,1162801472.0490878,11628974637440.492,1162801472.0490878,11628974637440.492,1162801472.0490878,11628974637440.492
4.441,0.9744247083805191,0.006999999999999999,570332657331.9662,11630171971017.791,570332657331.9662,11630171971017.791,570332657331.9662,11630171971017.791,570332657331.9662,11630171971017.791
4.442,0.9746441239869997,0.006999999999999999,2222429931969.707,11632021518871.773,2222429931969.707,11632021518871.773,2222429931969.707,11632021518871.773,2222429931969.707,11632021518871.773
4.4430000000000005,0.9748635395934805,0.006999999999999999,4796167247539.905,11634547350247.115,4796167247539.905,11634547350247.115,4796167247539.905,11634547350247.115,4796167247539.905,11634547350247.115
4.444,0.975082955199961,0.006999999999999999,8039991037965.438,11637718383919.1,8039991037965.438,11637718383919.1,8039991037965.438,11637718383919.1,8039991037965.438,11637718383919.1
4.445,0.9753023708064417,0.006999999999999999,11636682071350.523,11641445732067.215,11636682071350.523,11641445732067.215,11636682071350.523,11641445732067.215,11636682071350.523,11641445732067.215
4.446,0.9755217864129222,0.006999999999999999,15234390750748.305,11645585141285.014,15234390750748.305,11645585141285.014,15234390750748.305,11645585141285.014,15234390750748.305,11645585141285.014
4.447,0.975741202019403,0.006999999999999999,18481070982988.082,11649945467956.885,18481070982988.082,11649945467956.885,18481070982988.082,11649945467956.885,18481070982988.082,11649945467956.885
4.448,0.9759606176258837,0.006999999999999999,21058942893567.703,11654301837618.22,21058942893567.703,11654301837618.22,21058942893567.703,11654301837618.22,21058942893567.703,11654301837618.22
4.449,0.9761800332323641,0.006999999999999999,22715610901786.273,11658413897685.695,22715610901786.273,11658413897685.695,22715610901786.273,11658413897685.695,22715610901786.273,11658413897685.695
4.45,0.9763994488388449,0.006999999999999999,23288790114596.164,11662047154057.238,23288790114596.164,11662047154057.238,23288790114596.164,11662047154057.238,23288790114596.164,11662047154057.238
4.4510000000000005,0.9766188644453256,0.006999999999999999,22722218789949.027,11664995096782.982,22722218789949.027,11664995096782.982,22722218789949.027,11664995096782.982,22722218789949.027,11664995096782.982
4.452,0.9768382800518061,0.006999999999999999,21071196690044.297,11666948209115.713,21071196690044.297,11666948209115.713,21071196690044.297,11666948209115.713,21071196690044.297,11666948209115.713
4.453,0.9770576956582868,0.006999999999999999,18497204178381.83,11667557400027.969,18497204178381.83,11667557400027.969,18497204178381.83,11667557400027.969,18497204178381.83,11667557400027.969
4.454,0.9772771112647674,0.006999999999999999,15252125603212.61,11667201378165.107,15252125603212.61,11667201378165.107,15252125603212.61,11667201378165.107,15252125603212.61,11667201378165.107
4.455,0.9774965268712481,0.006999999999999999,11653618263745.52,11665912098311.127,11653618263745.52,11665912098311.127,11653618263745.52,11665912098311.127,11653618263745.52,11665912098311.127
4.456,0.9777159424777287,0.006999999999999999,8054035440055.824,11664357449803.473,8054035440055.824,11664357449803.473,8054035440055.824,11664357449803.473,8054035440055.824,11664357449803.473
4.457,0.9779353580842093,0.006999999999999999,4805943656335.693,11662967516849.736,4805943656335.693,11662967516849.736,4805943656335.693,11662967516849.736,4805943656335.693,11662967516849.736
4.458,0.97815477369069,0.006999999999999999,2227608639211.7188,11662129578337.143,2227608639211.7188,11662129578337.143,2227608639211.7188,11662129578337.143,2227608639211.7188,11662129578337.143
4.4590000000000005,0.9783741892971707,0.006999999999999999,571828517574.215,11662162181715.742,571828517574.215,11662162181715.742,571828517574.215,11662162181715.742,571828517574.215,11662162181715.742
4.46,0.9785936049036512,0.006999999999999999,1166188056.2719004,11663241118449.842,1166188056.2719004,11663241118449.842,1166188056.2719004,11663241118449.842,1166188056.2719004,11663241118449.842
4.461,0.978813020510132,0.006999999999999999,572007311221.4843,11665342703951.06,572007311221.4843,11665342703951.06,572007311221.4843,11665342703951.06,572007311221.4843,11665342703951.06
4.462,0.9790324361166125,0.006999999999999999,2229007236999.5103,11668403368367.078,2229007236999.5103,11668403368367.078,2229007236999.5103,11668403368367.078,2229007236999.5103,11668403368367.078
4.463,0.9792518517230931,0.006999999999999999,4810473700002.99,11672244831751.734,4810473700002.99,11672244831751.734,4810473700002.99,11672244831751.734,4810473700002.99,11672244831751.734
4.464,0.9794712673295739,0.006999999999999999,8064161821657.109,11676597396096.629,8064161821657.109,11676597396096.629,8064161821657.109,11676597396096.629,8064161821657.109,11676597396096.629
4.465,0.9796906829360544,0.006999999999999999,11671938554558.613,11681133984661.748,11671938554558.613,11681133984661.748,11671938554558.613,11681133984661.748,11671938554558.613,11681133984661.748
4.466,0.9799100985425351,0.006999999999999999,15280905002965.637,11685510610663.229,15280905002965.637,11685510610663.229,15280905002965.637,11685510610663.229,15280905002965.637,11685510610663.229
4.4670000000000005,0.9801295141490158,0.006999999999999999,18537932131282.824,11689408698782.996,18537932131282.824,11689408698782.996,18537932131282.824,11689408698782.996,18537932131282.824,11689408698782.996
4.468,0.9803489297554964,0.006999999999999999,21124230258140.543,11692202504820.588,21124230258140.543,11692202504820.588,21124230258140.543,11692202504820.588,21124230258140.543,11692202504820.588
4.469,0.980568345361977,0.006999999999999999,22786568325103.926,11694219337153.752,22786568325103.926,11694219337153.752,22786568325103.926,11694219337153.752,22786568325103.926,11694219337153.752
4.47,0.9807877609684575,0.006999999999999999,23362085765950.797,11695663561830.92,23362085765950.797,11695663561830.92,23362085765950.797,11695663561830.92,23362085765950.797,11695663561830.92
4.471,0.9810071765749383,0.006999999999999999,22794266001245.39,11696654994056.158,22794266001245.39,11696654994056.158,22794266001245.39,11696654994056.158,22794266001245.39,11696654994056.158
4.472,0.981226592181419,0.006999999999999999,21138504947799.598,11697350007234.93,21138504947799.598,11697350007234.93,21138504947799.598,11697350007234.93,21138504947799.598,11697350007234.93
4.473,0.9814460077878995,0.006999999999999999,18556725935799.2,11697918254596.033,18556725935799.2,11697918254596.033,18556725935799.2,11697918254596.033,18556725935799.2,11697918254596.033
4.474,0.9816654233943802,0.006999999999999999,15301564472916.693,11698525461197.936,15301564472916.693,11698525461197.936,15301564472916.693,11698525461197.936,15301564472916.693,11698525461197.936
4.4750000000000005,0.981884839000861,0.006999999999999999,11691667466976.664,11699315900968.7,11691667466976.664,11699315900968.7,11691667466976.664,11699315900968.7,11691667466976.664,11699315900968.7
4.476,0.9821042546073414,0.006999999999999999,8080521842573.641,11700397727237.723,8080521842573.641,11700397727237.723,8080521842573.641,11700397727237.723,8080521842573.641,11700397727237.723
4.477,0.9823236702138222,0.006999999999999999,4821861720125.064,11701831599354.771,4821861720125.064,11701831599354.771,4821861720125.064,11701831599354.771,4821861720125.064,11701831599354.771
4.478,0.9825430858203027,0.006999999999999999,2235039305343.9355,11703629180447.121,2235039305343.9355,11703629180447.121,2235039305343.9355,11703629180447.121,2235039305343.9355,11703629180447.121
4.479,0.9827625014267835,0.006999999999999999,573749372091.7266,11705756974051.906,573749372091.7266,11705756974051.906,573749372091.7266,11705756974051.906,573749372091.7266,11705756974051.906
4.48,0.9829819170332641,0.006999999999999999,1170133495.1653972,11708145722856.906,1170133495.1653972,11708145722856.906,1170133495.1653972,11708145722856.906,1170133495.1653972,11708145722856.906
4.481,0.9832013326397446,0.006999999999999999,573956284499.9385,11710468543998.096,573956284499.9385,11710468543998.096,573956284499.9385,11710468543998.096,573956284499.9385,11710468543998.096
4.482,0.9834207482462254,0.006999999999999999,2236654333194.9033,11712917501935.615,2236654333194.9033,11712917501935.615,2236654333194.9033,11712917501935.615,2236654333194.9033,11712917501935.615
4.483,0.9836401638527059,0.006999999999999999,4827090668150.577,11715790349634.764,4827090668150.577,11715790349634.764,4827090668150.577,11715790349634.764,4827090668150.577,11715790349634.764
4.484,0.9838595794591866,0.006999999999999999,8092208890205.883,11718965707002.209,8092208890205.883,11718965707002.209,8092208890205.883,11718965707002.209,8092208890205.883,11718965707002.209
4.485,0.9840789950656673,0.006999999999999999,11712809870455.922,11722263308171.326,11712809870455.922,11722263308171.326,11712809870455.922,11722263308171.326,11712809870455.922,11722263308171.326
4.486,0.9842984106721478,0.006999999999999999,15334775943147.857,11725546883551.42,15334775943147.857,11725546883551.42,15334775943147.857,11725546883551.42,15334775943147.857,11725546883551.42
4.487,0.9845178262786285,0.006999999999999999,18603725019345.47,11728677677124.596,18603725019345.47,11728677677124.596,18603725019345.47,11728677677124.596,18603725019345.47,11728677677124.596
4.488,0.9847372418851092,0.006999999999999999,21199703519460.973,11731531327200.822,21199703519460.973,11731531327200.822,21199703519460.973,11731531327200.822,21199703519460.973,11731531327200.822
4.489,0.9849566574915898,0.006999999999999999,22868521957765.613,11734011319905.48,22868521957765.613,11734011319905.48,22868521957765.613,11734011319905.48,22868521957765.613,11734011319905.48
4.49,0.9851760730980704,0.006999999999999999,23446664388564.36,11736068809833.924,23446664388564.36,11736068809833.924,23446664388564.36,11736068809833.924,23446664388564.36,11736068809833.924
4.491,0.985395488704551,0.006999999999999999,22877330821891.03,11737703385223.445,22877330821891.03,11737703385223.445,22877330821891.03,11737703385223.445,22877330821891.03,11737703385223.445
4.492,0.9856149043110317,0.006999999999999999,21216038786958.88,11738967144670.664,21216038786958.88,11738967144670.664,21216038786958.88,11738967144670.664,21216038786958.88,11738967144670.664
4.493,0.9858343199175124,0.006999999999999999,18625231681457.01,11739960470252.727,18625231681457.01,11739960470252.727,18625231681457.01,11739960470252.727,18625231681457.01,11739960470252.727
4.494,0.9860537355239929,0.006999999999999999,15358417466345.895,11741089078575.973,15358417466345.895,11741089078575.973,15358417466345.895,11741089078575.973,15358417466345.895,11741089078575.973
4.495,0.9862731511304736,0.006999999999999999,11735386352325.99,11742589050389.26,11735386352325.99,11742589050389.26,11735386352325.99,11742589050389.26,11735386352325.99,11742589050389.26
4.496,0.9864925667369544,0.006999999999999999,8110930014157.008,11744517111839.13,8110930014157.008,11744517111839.13,8110930014157.008,11744517111839.13,8110930014157.008,11744517111839.13
4.497,0.9867119823434348,0.006999999999999999,4840121961423.567,11746860825904.004,4840121961423.567,11746860825904.004,4840121961423.567,11746860825904.004,4840121961423.567,11746860825904.004
4.498,0.9869313979499156,0.006999999999999999,2243556534109.169,11749549392831.926,2243556534109.169,11749549392831.926,2243556534109.169,11749549392831.926,2243556534109.169,11749549392831.926
4.499,0.9871508135563961,0.006999999999999999,575949390045.728,11752476327317.482,575949390045.728,11752476327317.482,575949390045.728,11752476327317.482,575949390045.728,11752476327317.482
4.5,0.9873702291628768,0.006999999999999999,1174648757.376587,11755515272981.021,1174648757.376587,11755515272981.021,1174648757.376587,11755515272981.021,1174648757.376587,11755515272981.021
4.501,0.9875896447693575,0.006999999999999999,576184997430.6328,11758494915522.262,576184997430.6328,11758494915522.262,576184997430.6328,11758494915522.262,576184997430.6328,11758494915522.262
4.502,0.987809060375838,0.006999999999999999,2245392485316.9297,11761286042674.758,2245392485316.9297,11761286042674.758,2245392485316.9297,11761286042674.758,2245392485316.9297,11761286042674.758
4.503,0.9880284759823188,0.006999999999999999,4846064359151.357,11763936737206.213,4846064359151.357,11763936737206.213,4846064359151.357,11763936737206.213,4846064359151.357,11763936737206.213
4.5040000000000004,0.9882478915887994,0.006999999999999999,8124210235860.153,11766403330702.459,8124210235860.153,11766403330702.459,8124210235860.153,11766403330702.459,8124210235860.153,11766403330702.459
4.505,0.98846730719528,0.006999999999999999,11759409675833.02,11768653276137.717,11759409675833.02,11768653276137.717,11759409675833.02,11768653276137.717,11759409675833.02,11768653276137.717
4.506,0.9886867228017607,0.006999999999999999,15396153384003.672,11770844322857.809,15396153384003.672,11770844322857.809,15396153384003.672,11770844322857.809,15396153384003.672,11770844322857.809
4.507,0.9889061384082413,0.006999999999999999,18678632623034.777,11772969555041.348,18678632623034.777,11772969555041.348,18678632623034.777,11772969555041.348,18678632623034.777,11772969555041.348
4.508,0.9891255540147219,0.006999999999999999,21285572586841.457,11775080968719.102,21285572586841.457,11775080968719.102,21285572586841.457,11775080968719.102,21285572586841.457,11775080968719.102
4.509,0.9893449696212027,0.006999999999999999,22961699746445.38,11777358110650.643,22961699746445.38,11777358110650.643,22961699746445.38,11777358110650.643,22961699746445.38,11777358110650.643
4.51,0.9895643852276832,0.006999999999999999,23542761245958.04,11779829338335.986,23542761245958.04,11779829338335.986,23542761245958.04,11779829338335.986,23542761245958.04,11779829338335.986
4.511,0.9897838008341638,0.006999999999999999,22971644321249.625,11782533282138.635,22971644321249.625,11782533282138.635,22971644321249.625,11782533282138.635,22971644321249.625,11782533282138.635
4.5120000000000005,0.9900032164406446,0.006999999999999999,21304013907412.79,11785371223762.543,21304013907412.79,11785371223762.543,21304013907412.79,11785371223762.543,21304013907412.79,11785371223762.543
4.513,0.9902226320471251,0.006999999999999999,18702912014534.47,11788285986023.65,18702912014534.47,11788285986023.65,18702912014534.47,11788285986023.65,18702912014534.47,11788285986023.65
4.514,0.9904420476536058,0.006999999999999999,15422842775461.598,11791215355525.432,15422842775461.598,11791215355525.432,15422842775461.598,11791215355525.432,15422842775461.598,11791215355525.432
4.515,0.9906614632600863,0.006999999999999999,11784896577187.04,11794099090167.018,11784896577187.04,11794099090167.018,11784896577187.04,11794099090167.018,11784896577187.04,11794099090167.018
4.516,0.9908808788665671,0.006999999999999999,8145344579786.881,11796894957171.693,8145344579786.881,11796894957171.693,8145344579786.881,11796894957171.693,8145344579786.881,11796894957171.693
4.517,0.9911002944730477,0.006999999999999999,4860775202280.971,11799580480535.248,4860775202280.971,11799580480535.248,4860775202280.971,11799580480535.248,4860775202280.971,11799580480535.248
4.518,0.9913197100795282,0.006999999999999999,2253184032414.5986,11802155972422.975,2253184032414.5986,11802155972422.975,2253184032414.5986,11802155972422.975,2253184032414.5986,11802155972422.975
4.519,0.991539125686009,0.006999999999999999,578434694938.7806,11804644286736.252,578434694938.7806,11804644286736.252,578434694938.7806,11804644286736.252,578434694938.7806,11804644286736.252
4.5200000000000005,0.9917585412924897,0.006999999999999999,1179746414.260547,11807110476844.219,1179746414.260547,11807110476844.219,1179746414.260547,11807110476844.219,1179746414.260547,11807110476844.219
4.521,0.9919779568989702,0.006999999999999999,578699657980.3743,11809540176117.951,578699657980.3743,11809540176117.951,578699657980.3743,11809540176117.951,578699657980.3743,11809540176117.951
4.522,0.9921973725054509,0.006999999999999999,2255246033271.043,11811956493696.066,2255246033271.043,11811956493696.066,2255246033271.043,11811956493696.066,2255246033271.043,11811956493696.066
4.523,0.9924167881119315,0.006999999999999999,4867447628779.361,11814428883239.457,4867447628779.361,11814428883239.457,4867447628779.361,11814428883239.457,4867447628779.361,11814428883239.457
4.524,0.9926362037184122,0.006999999999999999,8160255016803.5205,11817028092603.14,8160255016803.5205,11817028092603.14,8160255016803.5205,11817028092603.14,8160255016803.5205,11817028092603.14
4.525,0.9928556193248929,0.006999999999999999,11811867818629.9,11819815079961.988,11811867818629.9,11819815079961.988,11811867818629.9,11819815079961.988,11811867818629.9,11819815079961.988
4.526,0.9930750349313734,0.006999999999999999,15465208374873.904,11822830644128.402,15465208374873.904,11822830644128.402,15465208374873.904,11822830644128.402,15465208374873.904,11822830644128.402
4.527,0.9932944505378541,0.006999999999999999,18762863729258.207,11826144916963.176,18762863729258.207,11826144916963.176,18762863729258.207,11826144916963.176,18762863729258.207,11826144916963.176
4.5280000000000005,0.9935138661443348,0.006999999999999999,21382076836707.195,11829863662868.973,21382076836707.195,11829863662868.973,21382076836707.195,11829863662868.973,21382076836707.195,11829863662868.973
4.529,0.9937332817508153,0.006999999999999999,23066361483653.035,11833903915269.0,23066361483653.035,11833903915269.0,23066361483653.035,11833903915269.0,23066361483653.035,11833903915269.0
4.53,0.9939526973572961,0.006999999999999999,23650644313681.254,11838101004435.201,23650644313681.254,11838101004435.201,23650644313681.254,11838101004435.201,23650644313681.254,11838101004435.201
4.531,0.9941721129637766,0.006999999999999999,23077469546474.72,11842249256240.99,23077469546474.72,11842249256240.99,23077469546474.72,11842249256240.99,23077469546474.72,11842249256240.99
4.532,0.9943915285702573,0.006999999999999999,21402675720851.918,11846129385284.512,21402675720851.918,11846129385284.512,21402675720851.918,11846129385284.512,21402675720851.918,11846129385284.512
4.533,0.994610944176738,0.006999999999999999,18789983667391.918,11849539237616.916,18789983667391.918,11849539237616.916,18789983667391.918,11849539237616.916,18789983667391.918,11849539237616.916
4.534,0.9948303597832185,0.006999999999999999,15495020183012.07,11852306678341.328,15495020183012.07,11852306678341.328,15495020183012.07,11852306678341.328,15495020183012.07,11852306678341.328
4.535,0.9950497753896992,0.006999999999999999,11840336328263.736,11854192727582.822,11840336328263.736,11854192727582.822,11840336328263.736,11854192727582.822,11840336328263.736,11854192727582.822
4.5360000000000005,0.9952691909961799,0.006999999999999999,8183861610818.034,11855155625065.291,8183861610818.034,11855155625065.291,8183861610818.034,11855155625065.291,8183861610818.034,11855155625065.291
4.537,0.9954886066026605,0.006999999999999999,4883879108573.595,11855730174322.455,4883879108573.595,11855730174322.455,4883879108573.595,11855730174322.455,4883879108573.595,11855730174322.455
4.538,0.9957080222091411,0.006999999999999999,2263948685687.377,11856470095489.11,2263948685687.377,11856470095489.11,2263948685687.377,11856470095489.11,2263948685687.377,11856470095489.11
4.539,0.9959274378156217,0.006999999999999999,581212227836.899,11857764784220.164,581212227836.899,11857764784220.164,581212227836.899,11857764784220.164,581212227836.899,11857764784220.164
4.54,0.9961468534221024,0.006999999999999999,1185440709.4981484,11859824772008.2,1185440709.4981484,11859824772008.2,1185440709.4981484,11859824772008.2,1185440709.4981484,11859824772008.2
4.541,0.996366269028583,0.006999999999999999,581507295351.9156,11862838154977.537,581507295351.9156,11862838154977.537,581507295351.9156,11862838154977.537,581507295351.9156,11862838154977.537
4.542,0.9965856846350636,0.006999999999999999,2266242523626.094,11866633237769.176,2266242523626.094,11866633237769.176,2266242523626.094,11866633237769.176,2266242523626.094,11866633237769.176
4.543,0.9968051002415443,0.006999999999999999,4891300267428.628,11871038595378.434,4891300267428.628,11871038595378.434,4891300267428.628,11871038595378.434,4891300267428.628,11871038595378.434
4.5440000000000005,0.9970245158480251,0.006999999999999999,8200444040304.034,11875806791916.848,8200444040304.034,11875806791916.848,8200444040304.034,11875806791916.848,8200444040304.034,11875806791916.848
4.545,0.9972439314545055,0.006999999999999999,11870331042570.076,11880650184761.56,11870331042570.076,11880650184761.56,11870331042570.076,11880650184761.56,11870331042570.076,11880650184761.56
4.546,0.9974633470609863,0.006999999999999999,15542134131419.21,11885268737257.639,15542134131419.21,11885268737257.639,15542134131419.21,11885268737257.639,15542134131419.21,11885268737257.639
4.547,0.9976827626674668,0.006999999999999999,18856654072448.344,11889248861956.023,18856654072448.344,11889248861956.023,18856654072448.344,11889248861956.023,18856654072448.344,11889248861956.023
4.548,0.9979021782739476,0.006999999999999999,21489486417555.293,11892920191459.51,21489486417555.293,11892920191459.51,21489486417555.293,11892920191459.51,21489486417555.293,11892920191459.51
4.549,0.9981215938804282,0.006999999999999999,23182800226152.867,11896298937832.238,23182800226152.867,11896298937832.238,23182800226152.867,11896298937832.238,23182800226152.867,11896298937832.238
4.55,0.9983410094869087,0.006999999999999999,23770615744592.375,11899347116427.139,23770615744592.375,11899347116427.139,23770615744592.375,11899347116427.139,23770615744592.375,11899347116427.139
4.551,0.9985604250933895,0.006999999999999999,23195102962980.316,11902059376507.92,23195102962980.316,11902059376507.92,23195102962980.316,11902059376507.92,23195102962980.316,11902059376507.92
4.5520000000000005,0.9987798406998701,0.006999999999999999,21512300696642.195,11904465207508.967,21512300696642.195,11904465207508.967,21512300696642.195,11904465207508.967,21512300696642.195,11904465207508.967
4.553,0.9989992563063507,0.006999999999999999,18886690695944.598,11906627693951.027,18886690695944.598,11906627693951.027,18886690695944.598,11906627693951.027,18886690695944.598,11906627693951.027
4.554,0.9992186719128314,0.006999999999999999,15575152051352.09,11908638797893.863,15575152051352.09,11908638797893.863,15575152051352.09,11908638797893.863,15575152051352.09,11908638797893.863
4.555,0.999438087519312,0.006999999999999999,11901861082726.604,11910611378659.057,11901861082726.604,11910611378659.057,11901861082726.604,11910611378659.057,11901861082726.604,11910611378659.057
4.556,0.9996575031257926,0.006999999999999999,8226589154899.944,11912308860940.975,8226589154899.944,11912308860940.975,8226589154899.944,11912308860940.975,8226589154899.944,11912308860940.975
4.557,0.9998769187322734,0.006999999999999999,4909498508476.549,11914320561904.504,4909498508476.549,11914320561904.504,4909498508476.549,11914320561904.504,4909498508476.549,11914320561904.504
